sepal_length,sepal_width,petal_length,petal_width,class
0.23529411764705865,0.5833333333333333,0.0847457627118644,0.04166666666666667,setosa
0.38235294117647056,0.29166666666666674,0.5423728813559322,0.5000000000000001,versicolor
0.5,0.41666666666666674,0.6440677966101694,0.7083333333333334,virginica
0.08823529411764697,0.5,0.06779661016949151,0.04166666666666667,setosa
0.41176470588235303,0.375,0.5423728813559322,0.5000000000000001,versicolor
0.7352941176470587,0.41666666666666674,0.7627118644067796,0.8333333333333335,virginica
0.3529411764705883,0.9166666666666667,0.06779661016949151,0.04166666666666667,setosa
0.23529411764705865,0.20833333333333326,0.3389830508474576,0.4166666666666667,versicolor
0.588235294117647,0.20833333333333326,0.6779661016949152,0.75,virginica
0.5,0.08333333333333337,0.5084745762711864,0.375,versicolor
0.32352941176470607,0.41666666666666674,0.5932203389830508,0.5833333333333334,versicolor
0.5,0.08333333333333337,0.6779661016949152,0.5833333333333334,virginica
0.3529411764705883,0.12499999999999989,0.5084745762711864,0.5000000000000001,versicolor
0.32352941176470607,0.7916666666666665,0.11864406779661013,0.125,setosa
0.5588235294117647,0.5833333333333333,0.7457627118644068,0.9166666666666666,virginica
0.6176470588235294,0.45833333333333326,0.7627118644067796,0.7083333333333334,virginica
0.2058823529411764,0.5416666666666665,0.06779661016949151,0.04166666666666667,setosa
0.2058823529411764,0.5,0.033898305084745756,0.04166666666666667,setosa
0.3529411764705883,0.16666666666666663,0.47457627118644063,0.4166666666666667,versicolor
0.7058823529411764,0.41666666666666674,0.6779661016949152,0.6666666666666667,versicolor
0.17647058823529438,0.45833333333333326,0.0847457627118644,0.04166666666666667,setosa
0.41176470588235303,0.20833333333333326,0.6779661016949152,0.7916666666666667,virginica
0.2058823529411764,0.5833333333333333,0.0847457627118644,0.04166666666666667,setosa
0.2058823529411764,0.625,0.1016949152542373,0.20833333333333331,setosa
0.47058823529411775,0.5,0.6440677966101694,0.7083333333333334,versicolor
0.5588235294117647,0.375,0.559322033898305,0.5000000000000001,versicolor
0.5,0.29166666666666674,0.6949152542372881,0.6250000000000001,versicolor
0.588235294117647,0.33333333333333326,0.6949152542372881,0.5833333333333334,virginica
0.5294117647058822,0.25,0.7796610169491525,0.5416666666666667,virginica
0.3529411764705883,0.20833333333333326,0.5084745762711864,0.5000000000000001,versicolor
0.02941176470588247,0.375,0.06779661016949151,0.04166666666666667,setosa
0.0,0.41666666666666674,0.01694915254237289,0.0,setosa
0.9999999999999998,0.25,1.0,0.9166666666666666,virginica
0.5588235294117647,0.33333333333333326,0.6440677966101694,0.7083333333333334,virginica
0.08823529411764697,0.45833333333333326,0.0847457627118644,0.04166666666666667,setosa
0.23529411764705865,0.625,0.06779661016949151,0.08333333333333333,setosa
0.02941176470588247,0.41666666666666674,0.05084745762711865,0.04166666666666667,setosa
0.588235294117647,0.20833333333333326,0.6610169491525424,0.5833333333333334,versicolor
0.9999999999999998,0.41666666666666674,0.8644067796610169,0.9166666666666666,virginica
0.08823529411764697,0.5833333333333333,0.06779661016949151,0.08333333333333333,setosa
0.6176470588235294,0.29166666666666674,0.7288135593220338,0.75,virginica
0.588235294117647,0.5416666666666665,0.847457627118644,1.0,virginica
0.11764705882352944,0.5,0.05084745762711865,0.04166666666666667,setosa
0.5294117647058822,0.375,0.6271186440677966,0.5416666666666667,versicolor
0.6470588235294117,0.33333333333333326,0.6101694915254237,0.5833333333333334,versicolor
0.8529411764705881,0.5,0.847457627118644,0.7083333333333334,virginica
0.7941176470588236,0.5,0.6271186440677966,0.5416666666666667,versicolor
0.4411764705882353,0.33333333333333326,0.6949152542372881,0.9583333333333334,virginica
0.23529411764705865,0.7499999999999998,0.1016949152542373,0.04166666666666667,setosa
0.6176470588235294,0.5,0.7288135593220338,0.9166666666666666,virginica
0.47058823529411775,0.41666666666666674,0.5423728813559322,0.5833333333333334,versicolor
0.6470588235294117,0.41666666666666674,0.711864406779661,0.7916666666666667,virginica
0.41176470588235303,0.25,0.423728813559322,0.375,versicolor
0.26470588235294135,0.29166666666666674,0.49152542372881347,0.5416666666666667,versicolor
0.5294117647058822,0.41666666666666674,0.6101694915254237,0.5416666666666667,versicolor
0.05882352941176472,0.12499999999999989,0.05084745762711865,0.08333333333333333,setosa
0.6764705882352939,0.375,0.6101694915254237,0.5000000000000001,versicolor
0.3529411764705883,0.25,0.576271186440678,0.4583333333333333,versicolor
0.2941176470588236,0.7083333333333333,0.0847457627118644,0.04166666666666667,setosa
0.38235294117647056,0.41666666666666674,0.5254237288135593,0.5000000000000001,versicolor
0.8823529411764703,0.375,0.8983050847457625,0.7083333333333334,virginica
0.7058823529411764,0.5416666666666665,0.7966101694915254,0.8333333333333335,virginica
0.23529411764705865,0.7083333333333333,0.0847457627118644,0.125,setosa
0.17647058823529438,0.16666666666666663,0.38983050847457623,0.375,versicolor
0.7058823529411764,0.5416666666666665,0.7966101694915254,1.0,virginica
0.8529411764705881,0.41666666666666674,0.8135593220338982,0.6250000000000001,virginica
0.17647058823529438,0.6666666666666667,0.06779661016949151,0.0,setosa
0.7647058823529413,0.45833333333333326,0.7457627118644068,0.8333333333333335,virginica
0.17647058823529438,0.41666666666666674,0.06779661016949151,0.04166666666666667,setosa
0.7647058823529413,0.45833333333333326,0.6610169491525424,0.5833333333333334,versicolor
0.911764705882353,0.33333333333333326,0.8644067796610169,0.75,virginica
0.588235294117647,0.375,0.7796610169491525,0.7083333333333334,virginica
0.41176470588235303,0.33333333333333326,0.5254237288135593,0.5000000000000001,versicolor
0.6470588235294117,0.41666666666666674,0.7627118644067796,0.7083333333333334,virginica
0.588235294117647,0.12499999999999989,0.576271186440678,0.5000000000000001,versicolor
0.6176470588235294,0.375,0.559322033898305,0.5000000000000001,versicolor
0.38235294117647056,0.33333333333333326,0.6610169491525424,0.7916666666666667,virginica
0.47058823529411775,0.41666666666666674,0.6949152542372881,0.7083333333333334,virginica
0.32352941176470607,0.5833333333333333,0.11864406779661013,0.04166666666666667,setosa
0.5294117647058822,0.33333333333333326,0.5084745762711864,0.5000000000000001,versicolor
0.17647058823529438,0.20833333333333326,0.5932203389830508,0.6666666666666667,virginica
0.4411764705882353,0.8333333333333333,0.033898305084745756,0.04166666666666667,setosa
0.4411764705882353,0.25,0.5084745762711864,0.4583333333333333,versicolor
0.8235294117647058,0.41666666666666674,0.8305084745762712,0.8333333333333335,virginica
